event_id,event_type,title,title_slug,url,speakers,time,location,abstract
109568,Workshop,"Lock-LLM Workshop: Prevent Unauthorized Knowledge Use from Large Language Models - Deep Dive into Un-Distillate, Un-Finetunable, Un-Compressible, Un-Editable, and Un-Usable","lock-llm workshop: prevent unauthorized knowledge use from large language models - deep dive into un-distillate, un-finetunable, un-compressible, un-editable, and un-usable",/virtual/2025/workshop/109568,Tianlong Chen · Ang Li · Furong Huang · Avi Schwarzschild · Neil Gong · Bo Li · Yuxiong He,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 1AB,"Large Language Models (LLMs) have emerged as transformative tools across research and industry, revolutionizing how we interact with information. However, their immense capabilities bring critical security challenges—the same features that drive innovation can be exploited for malicious purposes through unauthorized distillation, fine-tuning, compression, or editing. These vulnerabilities pose severe threats, including intellectual property theft, the generation of sophisticated disinformation, the bypass of safety alignments, and the erosion of user trust in AI systems. This workshop aims to bring together researchers and practitioners from academia and industry who are advancing the frontiers of LLM security and protection. We seek to confront the unauthorized use of LLMs head-on by exploring novel and robust mechanisms designed to make these models inherently resistant to exploitation while maintaining their beneficial capabilities. The workshop also hosts the 2025 TrustAI Rising Star Award. Topics of interest include, but are not limited to: 1. Un-Distillable LLMs: Preventing unauthorized model replication and intellectual property theft 2. Un-Finetunable LLMs: Resisting malicious parameter updates and behavior alterations 3. Un-Compressible LLMs: Maintaining model integrity against unauthorized compression 4. Un-Editable LLMs: Safeguarding against knowledge tampering and misinformation injection 5. Un-Usable LLMs: Ensuring traceability and preventing misuse through watermarking and verification"
109542,Workshop,Second Workshop on Aligning Reinforcement Learning Experimentalists and Theorists (ARLET),second workshop on aligning reinforcement learning experimentalists and theorists (arlet),/virtual/2025/workshop/109542,Marco Mussi · Till Freihaut · Antoine Moulin · Giorgia Ramponi · Dirk van der Hoeven · Alberto Maria Metelli · Felix Berkenkamp · Francesco Trovò · Csaba Szepesvari,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 31ABC,"Recent progress in reinforcement learning (RL) has powered breakthroughs in various real-world problems, gathering considerable attention and investment. However, it has also exposed a significant gap between theoretical and experimental developments. RL theory has grown significantly in the past two decades. Research has characterized the inherent difficulty of various settings and has designed a wide variety of algorithms to reach optimal performances. Furthermore, a huge leap has been made in understanding how to handle large state spaces using function approximation techniques, identifying key structural properties that enable efficient learning. Despite theoretical guarantees, applying RL algorithms to complex problems faces challenges. Theoretical algorithms often focus on simplified settings, making them hard to apply to real-world complexities. Furthermore, optimizing for worst-case scenarios, which include unlikely situations, can lead to algorithms that perform poorly on practical tasks. Yet, while specialized algorithms offer empirical success, they might not translate to other problems due to their specific design, and the reliance on heuristics and engineering fixes further widens the gap between theory and practice. A prominent area that has seen a surge of interest in RL is generative language modeling. Pre-training these models can be viewed as a form of imitation learning, while post-training typically implements RL algorithms for purposes like instruction tuning with RL from human feedback or enhancing reasoning capabilities. While these successes make the practical utility of RL undeniable, the RL community finds itself at a crossroads. The algorithms employed are frequently variants of classical methods, and exploring beyond these presents a key challenge. Conversely, the success of these models prompts new questions for RL theory, suggesting that frameworks leveraging pre-trained models might offer a more effective paradigm than learning from scratch under traditional assumptions. Following the success of the ICML 2024 edition, the Second Workshop on Aligning Reinforcement Learning Experimentalists and Theorists (ARLET) aims to bridge this discrepancy and promote collaboration. By bringing together experts from both sides, we want to facilitate meaningful discussions and draw a path for future RL research. Motivated by the take-home messages from the previous edition, we seek to encourage: (i) theorists to ask experimentalists for concrete problems to solve, and (ii) experimentalists to seek theoretical guidance on how to approach these problems."
109567,Workshop,Algorithmic Collective Action,algorithmic collective action,/virtual/2025/workshop/109567,Elliot Creager · Nicholas Vincent · Celestine Mendler-Dünner · William Agnew · Hanlin Li · Ulrich Aïvodji,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 4,"The study of collective action has a long history in economics and sociology as a way for groups of people to impact markets and the political arena. Algorithmic collective action focuses on the study of such coordinated efforts in algorithmically-mediated sociotechnical systems. How can participants of AI systems coordinate towards a common good? We offer a platform to discuss new ideas and help define the foundational research directions for this emerging topic through interdisciplinary discussions between core ML researchers, scholars from the social sciences, community stakeholders and advocates."
109553,Workshop,UniReps: Unifying Representations in Neural Models,unireps: unifying representations in neural models,/virtual/2025/workshop/109553,Marco Fumero · Zorah Laehner · Irene Cannistraci · Clémentine Dominé · Bo Zhao · Alex Williams,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Ballroom 20D,"When, how and why do different neural models learn the same representations? New findings in neuroscience and artificial intelligence reveal a shared pattern: whether in biological brains or artificial models, different learning systems tend to create similar representations when subject to similar stimuli. The emergence of these similar representations is igniting a growing interest in the fields of neuroscience and artificial intelligence, with both fields offering promising directions for their theoretical understanding. These include analyzing the learning dynamics in neuroscience and studying the problem of identifiability in the functional and parameter space in artificial intelligence. While the theoretical aspects already demand investigation, the practical applications are equally compelling: aligning representations allows for model merging, stitching and reuse, while also playing a crucial role in multi-modal scenarios. Furthermore, studying the features that are universally highlighted by different learning processes brings us closer to pinpoint the invariances that naturally emerge from learning models, possibly suggesting ways to enforce them. The objective of the workshop is to discuss theoretical findings, empirical evidence and practical applications of this phenomenon, benefiting from the cross-pollination of different fields (ML, Neuroscience, Cognitive Science) to foster the exchange of ideas and encourage collaborations. In conclusion, our primary focus is to delve into the underlying reasons, mechanisms, and extent of similarity in internal representations across distinct neural models, with the ultimate goal of unifying them into a single cohesive whole."
109580,Workshop,Reliable ML from Unreliable Data,reliable ml from unreliable data,/virtual/2025/workshop/109580,Andrew Ilyas · Alkis Kalavasis · Anay Mehrotra · Manolis Zampetakis,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 2,"Distributions shift, chatbots get jail‑broken, users game algorithms — how do we build reliable machine learning when data are missing, corrupted, or strategically manipulated? This workshop bridges theory and practice to tackle these challenges, bringing together researchers working on distribution shift, adversarial robustness, and strategic behaviour to chart principled yet deployable solutions for Reliable ML from Unreliable Data."
109550,Workshop,CauScien: Uncovering Causality in Science,causcien: uncovering causality in science,/virtual/2025/workshop/109550,Dingling Yao · Jiaqi Zhang · Piersilvio De Bartolomeis · Ying Jin · Alexander D'Amour · Caroline Uhler · Kun Zhang · Francesco Locatello,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 8,
109564,Workshop,Generative AI in Finance,generative ai in finance,/virtual/2025/workshop/109564,"Renyuan Xu · Randall Balestriero · Jiawei He · Yongjae Lee · Zhangyang ""Atlas"" Wang · Yu Yu · Yinbin Han","Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 3,"This workshop aims to foster cross-disciplinary collaboration at the intersection of generative AI and finance, a high-stakes domain where the integration of domain expertise is essential to the safe and effective deployment of machine learning technologies. Recent advances in generative models—ranging from large language models to diffusion and score-based generative architectures—have opened new frontiers for applications in finance, such as financial modeling, stress testing, scenario generation, automated financial services, and decision-making under uncertainty. The workshop will highlight theoretical advances, practical implementations, new opportunities, and open challenges that arise when adapting generative AI to financial systems under unique constraints, such as data sparsity, regulatory requirements, and highly non-stationary and adversarial environments. By bringing together the computer science community, financial researchers, industry practitioners, and regulators, we aim to catalyze interdisciplinary dialogue and accelerate the responsible development of generative AI tailored to the needs of finance and risk management."
109537,Workshop,ML for Systems,ml for systems,/virtual/2025/workshop/109537,Dan Zhang · Xinlei XU · Mangpo Phothilimthana · Divya Mahajan · Haoran Qiu · Patrick Musau,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 5AB,"The 9th Machine Learning for Systems (ML for Systems) workshop brings together researchers and practitioners applying machine learning to core computer systems challenges. This year, we focus on three themes: (1) using LLMs and agentic workflows for systems tasks such as program synthesis and adaptive optimization; (2) applying ML to manage the complexity of large-scale training and serving of multimodal and reasoning models; and (3) leveraging ML for sustainable computing, including energy-, power-, and carbon-aware optimization. The workshop will feature invited talks, contributed presentations, and discussions aimed at advancing the frontier of ML for Systems research."
109541,Workshop,"Dynamics at the Frontiers of Optimization, Sampling, and Games","dynamics at the frontiers of optimization, sampling, and games",/virtual/2025/workshop/109541,Tatjana Chavdarova · Dilsad Er · Niao He · Michael Jordan · Eric Moulines · Michael Muehlebach · Molei Tao · Andre Wibisono,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 7,
109570,Workshop,Structured Probabilistic Inference and Generative Modeling,structured probabilistic inference and generative modeling,/virtual/2025/workshop/109570,Yuanqi Du · Dinghuai Zhang · Jiajun He · Heli Ben-Hamu · Francisco Vargas · Yunan Yang · Animashree Anandkumar · Arnaud Doucet · José Miguel Hernández-Lobato,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Ballroom 20C,
109555,Workshop,ML x OR: Mathematical Foundations and Operational Integration of Machine Learning for Uncertainty-Aware Decision-Making,ml x or: mathematical foundations and operational integration of machine learning for uncertainty-aware decision-making,/virtual/2025/workshop/109555,Jose Blanchet · Jing Dong · Henry Lam · Min-hwan Oh · Qiaomin Xie · Yao Xie · Assaf Zeevi · Enlu Zhou,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 26AB,"Much of traditional decision-making science is grounded in the mathematical formulations and analyses of structured systems to recommend decisions that are optimized, robust, and uncertainty-aware. This scientific approach, rooted in the field of Operations Research (OR), has evolved through decades of advancements in stochastic modeling, computational simulation and optimization, and exhibits key strengths in methodological rigor and uncertainty encoding. On the other hand, recent advances in the AI/ML space have eschewed this model-based paradigm and increasingly embraced, to great success, model-free algorithmic design frameworks. This workshop, which is the first NeurIPS workshop explicitly themed and structured on ML-OR synergization, aspires to present recent developments, challenges and emerging research to accelerate ML-OR synthesis. By integrating ML into established OR methodologies, we have the opportunities to produce more data-centric and adaptive solutions for complex decision-making tasks that could propel, in a much faster-paced manner, the frontier of ""optimality"" across many relevant applications. Concomitantly, the goal is also to explore how model-based principled OR approaches can help alleviate issues revolving around ""black box"" systems, and provide paths to enhance interpretability, trust, and performance analysis."
109566,Workshop,"The Second Workshop on GenAI for Health: Potential, Trust, and Policy Compliance","the second workshop on genai for health: potential, trust, and policy compliance",/virtual/2025/workshop/109566,Jiawei Xu · Tiange Xiang · Pranav Rajpurkar · Junyuan Hong · Changan Chen · Ehsan Adeli · Xiaoxiao Li · Georgios Pavlakos · Scott Delp · Fei-Fei Li · Ying Ding,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 33ABC,"Generative AI (GenAI) has emerged as a transformative force in healthcare, yet public trust remains limited due to safety concerns and policy misalignment. Build- ing on last year’s successful GenAI4Health workshop, the field has rapidly evolved from exploratory research to real-world clinical deployments, accompanied by FDA regulatory involvement and expanding global governance frameworks. This second workshop convenes machine learning researchers, healthcare professionals, and policy experts to address the critical intersection of GenAI innovation and regula- tory compliance in health applications. We will examine trustworthiness challenges in large language models and multimodal foundation models, explore mitigation strategies, and foster dialogue between technical and policy communities. Our goal is to advance safe, effective, and ethically-compliant GenAI integration in healthcare systems, improving patient outcomes and clinical research capabilities."
109586,Workshop,AI for non-human animal communication,ai for non-human animal communication,/virtual/2025/workshop/109586,Ellen Gilsenan-McMahon · Brittany Solano · Olivier Pietquin · Burooj Ghani · Lauren Harrell · Sara Keen · Vincent Dumoulin · Nicolas Mathevon · Benjamin Hoffman · Milad Alizadeh,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 9,"The past few years have seen an unprecedented surge in both the availability of bioacoustic data and the sophistication of AI/machine learning models. This convergence presents a unique window of opportunity to revolutionize our understanding of animal communication and biodiversity. However, achieving this requires a conscious effort to integrate the disciplines of AI/Machine Learning and Ethology. This workshop will explore the intersection of artificial intelligence (AI) and bioacoustics, aiming to address challenges in processing complex bioacoustic data and interpreting animal signals in order to advance our understanding of non-human animal communication. Join us for a poster session, keynote talks and a panel discussion as we explore key opportunities to use AI to decipher animal languages and thus deepen our understanding of the natural world."
109556,Workshop,The First Workshop on Efficient Reasoning,the first workshop on efficient reasoning,/virtual/2025/workshop/109556,cheng Luo · Xinyu Yang · Simran Arora · Weijia Shi · Hanshi Sun · Songlin Yang · Luca Zancato · Jiawei Zhao,"Dec 6, 8:00 AM - 5:00 PM",Exhibit Hall F,"Recent progress in large reasoning models (LRMs), like OpenAI o1 and Deepseek R1, has been pivotal for tackling complex applications, from mathematical and code reasoning to advanced symbolic and agentic planning. Their success often relies on test-time scaling, which involves increasing the generation length or depth. However, these approaches incur significant efficiency bottlenecks during training and inference. To overcome these limitations, further advancements are needed in data, algorithms, and systems applicable across various domains, as exemplified by work such as s1, Z1, and verl. The proposed workshop will bring together researchers and practitioners to rethink efficient reasoning under tight compute, memory, latency, throughput, and cost budgets, with the goal of translating theoretical breakthroughs into practical, deployable solutions."
109573,Workshop,Biosecurity Safeguards for Generative AI,biosecurity safeguards for generative ai,/virtual/2025/workshop/109573,ZAIXI ZHANG · Amrit Singh Bedi · Mengdi Wang · Ruofan Jin · Le Cong · Souradip Chakraborty · Alvaro Velasquez,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 27AB,
109565,Workshop,MATH-AI: The 5th Workshop on Mathematical Reasoning and AI,math-ai: the 5th workshop on mathematical reasoning and ai,/virtual/2025/workshop/109565,Kaiyu Yang · Sophia S. Han · Pan Lu · Wei Xiong · Eric Zelikman · Yong Lin · Zhizhen Qin · Soonho Kong · He He · Dawn Song · Sanjeev Arora,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Ballroom 6A,
109548,Workshop,What Makes a Good Video: Next Practices in Video Generation and Evaluation,what makes a good video: next practices in video generation and evaluation,/virtual/2025/workshop/109548,Xinting Hu · Yongliang Wu · Anna Kukleva · Zhicai Wang · Chenyang Si · Li Jiang · Gang Yu · Xu Yang · Ziwei Liu · Bernt Schiele,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Ballroom 6B,"This workshop aims to explore how real-world advances in video generation increasingly rely on forwardlooking evaluation frameworks and to collaboratively shape the next generation of high-quality video synthesis. Through a combination of invited talks, academic presentations, and expert discussions featuring leading voices from both academia and industry, the workshop bridges academic foundations and industrial insights across the modeling, evaluation, and deployment of video generation. We welcome contributions from computer vision, generative modeling, video-language learning, evaluation methodology, and human-centered AI to shape the next generation of high-quality video synthesis collaboratively."
109539,Workshop,Workshop on Multi-Turn Interactions in Large Language Models,workshop on multi-turn interactions in large language models,/virtual/2025/workshop/109539,Simon Yu · Bo Liu · Yifei Zhou · Mickel Liu · Kai Zhang · Hanxu Hu · Leon Guertler · Leshem Choshen · Weiyan Shi,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Room 11AB,"The field of AI is entering a new era of interaction, profoundly shaped by the capabilities of Large Language Models (LLMs). While multi-turn interaction has been a long-standing pursuit in AI—from dialogue systems to multi-agent coordination—the advent of LLMs has radically transformed this landscape. These models now engage in complex, long-horizon interactions, process diverse data, and make crucial decisions in dynamic, human-centric scenarios. This leap forward, however, brings forth critical new research questions and challenges that demand immediate attention: Multi-Turn RL Learning for Agentic Tasks Learning from complex, interactive environments like GUI agents and tool-use scenarios, given the challenges of sparse rewards. Maintaining Alignment Understanding human values over extended, multi-turn interactions, preventing ""loss of alignment"" seen in current models. Human-AI Interaction Over time, ensuring models adapt to user goals without compromising safety or fairness. Long-horizon Evaluation For LLMs' long-term capabilities, consistency, and strategic abilities in complex, multi-turn tasks. The Workshop on Multi-Turn Interactions in LLMs is designed to be the central forum for addressing these pivotal questions. We invite researchers to contribute to defining the next generation of interactive AI, tackling these core challenges, and charting the course for future advancements in AI reasoning and planning. This workshop will concentrate on key areas where the extended use of LLMs presents both new challenges and opportunities, serving as a platform to discuss and refine methods for future improvements and evaluation for practical LLM use cases."
109577,Workshop,Machine Learning and the Physical Sciences,machine learning and the physical sciences,/virtual/2025/workshop/109577,Nicole Hartman · Garrett Merz · Vinicius Mikuni · Mariel Pettee · Sebastian Wagner-Carena · Antoine Wehenkel · Atilim Gunes Baydin · Kyle Cranmer · Siddharth Mishra-Sharma · Benjamin Nachman · Brian Nord · Savannah Thais,"Dec 6, 8:00 AM - 5:00 PM",Upper Level Ballroom 6CF,"The Machine Learning and the Physical Sciences (ML4PS) workshop at NeurIPS is a unique gathering space for the growing community spearheading cross-cutting research topics at the intersection of machine learning (ML) and the physical sciences (PS). This includes the applications of ML to problems in the physical sciences (ML for PS) as well as developments in ML motivated by physical insights (PS for ML). The physical sciences are defined inclusively, including but not limited to physics, astronomy, cosmology, chemistry, biophysics, materials science, and Earth science. Join us to discuss the latest research at the convergence of these fields!"
